timestamp;buyer;seller;symbol;currency;price;quantity
0;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;2
0;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;5
200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;13
300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;12
300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;8
600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;9
700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;13
800;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;9
1100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;10
1300;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;10
1500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;3
1500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
1600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;10
1600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;3
1900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;14
1900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;12
2000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;9
2100;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;4
2100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;7
2200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;12
2200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;4
2400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
2800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;10
2900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;7
3500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;4
3700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;5
4100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11990.0;9
4100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;6
4200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;6
4200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;13
4500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;8
4600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;14
4900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;9
5000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;15
5200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;9
5700;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;2
5800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;14
5900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;11
6600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;15
6900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;7
7000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10003.0;8
7600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;4
7600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;3
7700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;14
8400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
8600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;12
8900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;10
9000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;11
9000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;10
9100;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;4
9400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11989.0;2
9500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;10
9600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;3
9800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;6
10000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;9
10100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;9
10300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9996.0;12
10500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10006.0;11
10600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;13
10800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;2
11000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;2
11100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;4
11200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;2
11400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;12
11600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;4
12000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10006.0;13
12200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10005.0;14
12300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;2
12400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;10
12800;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;4
12900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;6
13100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;12
13200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
13700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10005.0;12
13800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;7
13900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9986.0;3
14000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;2
14500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;9
14600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;4
14800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11990.0;5
14900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;12
15000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10003.0;2
15200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;7
15800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11990.0;15
15900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10006.0;8
16000;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11988.0;5
16100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10013.0;6
16300;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;12
16400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;9
16600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11990.0;7
16700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;11
16800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12003.0;11
16800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;10
16900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;4
17000;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;3
17300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;15
17400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12003.0;15
17500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;6
17600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;10
17700;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;7
18200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;5
18400;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;2
18500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;8
