timestamp;buyer;seller;symbol;currency;price;quantity
200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;8
400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;11
500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;12
700;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;7
800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;5
1000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;6
1100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;7
1200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;10
1800;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;14
2000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;11
2400;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;11
2500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;12
2700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;4
2800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;5
2900;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;9
3300;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;2
3400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;9
4000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;14
4100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;12
4400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10005.0;5
4500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;2
4700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;6
5000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;5
5200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;10
5800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;10
5800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;8
5900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10006.0;14
6100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;9
6200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;8
6200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;7
6400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;11
6600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;2
7100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;2
7100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;8
7200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;8
7400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;12
7500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;10
7700;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;13
7700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;15
8000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;6
8100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;2
8200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9995.0;3
8300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;2
8400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;12
8500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;14
8500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
9000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;11
9000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;14
9300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10006.0;3
9400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;3
9600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;11
9800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;12
10100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;9
10200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;13
10300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;4
10700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;2
10800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;15
10900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;12
10900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;14
11100;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;12
11300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9995.0;5
11500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;14
12100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;10
12300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;8
12400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;9
12400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;7
12500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;2
12500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;7
12700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;3
12800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;15
12800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
13000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;13
13100;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;13
13700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10014.0;12
14000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;13
14100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;15
14300;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;6
14500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10012.0;10
14600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;7
14700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10005.0;14
14900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10013.0;14
15000;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;5
15300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;4
15400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;2
15400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10005.0;11
15700;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;3
15700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;10
16000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;9
16000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10004.0;2
16200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;2
16300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;11
16300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;4
16400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;12
16500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;6
16500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;2
16800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;8
17100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;5
17100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;2
17200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;12
17300;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;11
17500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;4
17500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;4
17600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;5
17700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
18100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;2
18200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;11
18300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;15
18400;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;5
18600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;12
18700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;15
18700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;4
19100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;7
19200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;6
19300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;12
19700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;14
19800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;15
19800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;14
20100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11999.0;5
20100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;6
20200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;2
20200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;11
20400;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;8
20500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;14
20600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;2
20800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;12
20900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10012.0;14
21200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;11
21500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10003.0;13
21700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;12
21700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;10
21800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;4
22000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
22100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;11
22100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;7
22200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;2
22300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12010.0;11
22600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;6
22900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10005.0;15
23000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;12
23100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;15
23200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;6
23300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;9
23700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;5
23900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;9
24200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;15
24300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;9
24700;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;14
24700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;6
25100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;11
25100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;8
25500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;11
25600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11998.0;11
25900;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;9
25900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10013.0;11
26000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9994.0;10
26100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;3
26200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11999.0;10
26400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;15
26400;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;5
