timestamp;buyer;seller;symbol;currency;price;quantity
200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;13
500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;3
700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;3
800;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;6
900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;13
1100;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;6
1300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;9
1400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;7
1500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;11
1600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;15
1700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;15
1800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;5
1900;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;12
2100;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;2
2100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9986.0;14
2200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;11
2500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;4
2600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;13
2600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;15
2700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;10
2900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9996.0;7
3000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;14
3200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;11
3300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;3
3700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;10
3800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;13
3800;;TAKER;ASH_COATED_OSMIUM;XIRECS;9993.0;13
3900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;7
4300;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;15
4400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;13
4500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;5
4500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10012.0;8
4600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;10
4600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;7
4700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;6
4700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;10
4800;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;7
5000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;5
5300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10002.0;3
5400;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;5
5900;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;15
6200;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;2
6300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;15
6400;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;6
6500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;14
6800;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;9
7000;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;2
7100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;14
7400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;8
7900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;11
7900;;TAKER;ASH_COATED_OSMIUM;XIRECS;9988.0;14
8600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;8
8700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;5
8900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;4
8900;TAKER;;ASH_COATED_OSMIUM;XIRECS;10009.0;5
9000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;11
9500;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;12
9600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;8
9700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
10200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9986.0;13
10600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;3
10600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10015.0;5
10700;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;9
11100;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;5
11300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;4
11500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;11
11600;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;6
11900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;12
12200;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;10
12300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10008.0;12
12600;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;5
12600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;8
13300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10012.0;6
13900;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11993.0;14
14000;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;6
14100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;8
14200;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11995.0;4
14400;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
14500;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;2
14700;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;6
15000;TAKER;;ASH_COATED_OSMIUM;XIRECS;10007.0;12
15100;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;8
15100;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;9
15200;;TAKER;ASH_COATED_OSMIUM;XIRECS;9987.0;9
15300;TAKER;;ASH_COATED_OSMIUM;XIRECS;10010.0;2
15400;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11991.0;10
15500;;TAKER;ASH_COATED_OSMIUM;XIRECS;9992.0;8
15600;;TAKER;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;13
15600;TAKER;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
15700;;TAKER;ASH_COATED_OSMIUM;XIRECS;9990.0;4
15800;TAKER;;ASH_COATED_OSMIUM;XIRECS;10006.0;8
16000;;TAKER;ASH_COATED_OSMIUM;XIRECS;9991.0;9
16300;;TAKER;ASH_COATED_OSMIUM;XIRECS;9989.0;6
16500;TAKER;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;5
