day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;0;INTARIAN_PEPPER_ROOT;11992;10;11990;28;;;12006;10;12009;27;;;11999.0;0.0
2;0;ASH_COATED_OSMIUM;9988;13;9987;24;;;10006;14;10007;32;;;9997.0;0.0
2;100;INTARIAN_PEPPER_ROOT;11992;6;11989;11;;;12006;15;12007;43;;;11999.0;0.0
2;100;ASH_COATED_OSMIUM;9989;13;9987;28;;;10007;17;10009;34;;;9998.0;0.0
2;200;INTARIAN_PEPPER_ROOT;11992;9;11989;13;11988;20;12006;17;12007;44;12009;30;11999.0;0.0
2;200;ASH_COATED_OSMIUM;9991;18;9990;50;;;10007;14;10010;41;;;9999.0;0.0
2;300;INTARIAN_PEPPER_ROOT;11991;16;11988;37;;;12006;7;12007;13;;;11998.5;0.0
2;300;ASH_COATED_OSMIUM;9988;14;9986;30;9985;16;10006;9;10009;21;10011;27;9997.0;0.0
2;400;INTARIAN_PEPPER_ROOT;11994;20;11992;47;11990;11;12006;6;12007;9;12008;24;12000.0;0.0
2;400;ASH_COATED_OSMIUM;9989;18;9987;43;9986;15;10009;13;10011;30;10012;18;9999.0;0.0
2;500;INTARIAN_PEPPER_ROOT;11994;9;11993;20;11992;19;12008;17;12009;36;12010;27;12001.0;0.0
2;500;ASH_COATED_OSMIUM;9993;6;9990;10;9988;27;10009;20;10010;54;10011;26;10001.0;0.0
2;600;INTARIAN_PEPPER_ROOT;11991;11;11988;20;11987;28;12005;17;12006;32;12008;24;11998.0;0.0
2;600;ASH_COATED_OSMIUM;9991;12;9989;25;;;10009;11;10010;21;;;10000.0;0.0
2;700;INTARIAN_PEPPER_ROOT;11993;5;11991;12;;;12005;12;12007;28;;;11999.0;0.0
2;700;ASH_COATED_OSMIUM;9987;17;9986;31;;;10003;7;10004;17;;;9995.0;0.0
2;800;INTARIAN_PEPPER_ROOT;11990;18;11987;53;11985;12;12005;6;12008;16;12010;11;11997.5;0.0
2;800;ASH_COATED_OSMIUM;9993;5;9991;12;;;10011;20;10012;43;;;10002.0;0.0
2;900;INTARIAN_PEPPER_ROOT;11991;6;11990;11;;;12005;13;12007;27;;;11998.0;0.0
2;900;ASH_COATED_OSMIUM;9990;8;9988;16;9987;27;10010;11;10012;19;10014;21;10000.0;0.0
2;1000;INTARIAN_PEPPER_ROOT;11992;11;11989;21;;;12006;17;12009;41;;;11999.0;0.0
2;1000;ASH_COATED_OSMIUM;9989;14;9987;24;;;10007;5;10009;12;;;9998.0;0.0
2;1100;INTARIAN_PEPPER_ROOT;11992;19;11989;50;;;12006;15;12007;27;;;11999.0;0.0
2;1100;ASH_COATED_OSMIUM;9987;19;9985;35;;;10005;18;10008;32;;;9996.0;0.0
2;1200;INTARIAN_PEPPER_ROOT;11992;10;11990;19;11988;11;12006;12;12008;22;12010;27;11999.0;0.0
2;1200;ASH_COATED_OSMIUM;9990;6;9987;16;;;10006;9;10008;16;;;9998.0;0.0
2;1300;INTARIAN_PEPPER_ROOT;11993;17;11991;44;;;12007;10;12008;21;;;12000.0;0.0
2;1300;ASH_COATED_OSMIUM;9991;16;9989;35;;;10007;9;10010;26;;;9999.0;0.0
2;1400;INTARIAN_PEPPER_ROOT;11992;20;11990;56;11989;25;12006;5;12008;13;12009;24;11999.0;0.0
2;1400;ASH_COATED_OSMIUM;9993;8;9992;23;;;10011;15;10013;32;;;10002.0;0.0
2;1500;INTARIAN_PEPPER_ROOT;11991;11;11990;31;11989;20;12006;5;12009;10;12011;25;11998.5;0.0
2;1500;ASH_COATED_OSMIUM;9990;15;9988;44;;;10008;13;10009;27;;;9999.0;0.0
2;1600;INTARIAN_PEPPER_ROOT;11993;9;11992;13;11991;23;12008;10;12010;24;12011;25;12000.5;0.0
2;1600;ASH_COATED_OSMIUM;9994;8;9991;18;;;10012;19;10013;29;;;10003.0;0.0
2;1700;INTARIAN_PEPPER_ROOT;11992;20;11990;52;;;12007;12;12009;25;;;11999.5;0.0
2;1700;ASH_COATED_OSMIUM;9992;19;9990;43;;;10008;19;10011;35;;;10000.0;0.0
2;1800;INTARIAN_PEPPER_ROOT;11993;19;11990;42;;;12008;17;12009;45;;;12000.5;0.0
2;1800;ASH_COATED_OSMIUM;9992;20;9990;41;;;10010;19;10011;30;;;10001.0;0.0
2;1900;INTARIAN_PEPPER_ROOT;11994;5;11991;13;11990;19;12006;5;12009;14;12010;27;12000.0;0.0
2;1900;ASH_COATED_OSMIUM;9991;11;9990;27;;;10011;15;10014;25;;;10001.0;0.0
2;2000;INTARIAN_PEPPER_ROOT;11993;6;11990;11;11989;25;12005;9;12006;25;12007;18;11999.0;0.0
2;2000;ASH_COATED_OSMIUM;9987;11;9986;30;9984;26;10007;8;10008;15;10010;21;9997.0;0.0
2;2100;INTARIAN_PEPPER_ROOT;11993;13;11992;31;;;12007;9;12010;26;;;12000.0;0.0
