day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
7;0;ASH_COATED_OSMIUM;9995;13;9993;9;9992;21;10011;13;10012;9;10013;21;10003.0;0.0
7;0;INTARIAN_PEPPER_ROOT;11991;25;11990;6;;;12006;9;12008;9;12009;25;11998.5;0.0
7;100;INTARIAN_PEPPER_ROOT;11991;22;11990;6;;;12007;8;12009;8;12010;22;11999.0;0.0
7;100;ASH_COATED_OSMIUM;9995;15;9993;10;9992;26;10011;15;10012;10;10013;26;10003.0;0.0
7;200;INTARIAN_PEPPER_ROOT;11994;9;11992;8;11991;22;12010;22;12011;6;;;12002.0;0.0
7;200;ASH_COATED_OSMIUM;9994;15;9993;4;;;;;;;;;9994.0;0.0
7;300;ASH_COATED_OSMIUM;9994;12;9993;10;9992;27;10013;27;10014;7;;;10003.5;0.0
7;300;INTARIAN_PEPPER_ROOT;11994;8;11993;2;;;12007;8;12009;8;12010;23;12000.5;0.0
7;400;ASH_COATED_OSMIUM;10003;8;9994;12;9993;11;10010;12;10011;9;10012;25;10006.5;0.0
7;400;INTARIAN_PEPPER_ROOT;11994;10;11992;6;11991;15;12007;10;12009;6;12010;15;12000.5;0.0
7;500;INTARIAN_PEPPER_ROOT;;;;;;;12007;9;12009;7;12010;19;12007.0;0.0
7;500;ASH_COATED_OSMIUM;9994;11;9992;8;9991;22;10010;11;10011;3;;;10002.0;0.0
7;600;INTARIAN_PEPPER_ROOT;11994;11;11992;9;11991;23;12010;23;12011;6;;;12002.0;0.0
7;600;ASH_COATED_OSMIUM;9994;13;9992;10;9991;25;10010;13;10011;3;;;10002.0;0.0
7;700;ASH_COATED_OSMIUM;9994;11;9992;9;9991;23;10012;23;10013;6;;;10003.0;0.0
7;700;INTARIAN_PEPPER_ROOT;11994;9;11992;8;11991;24;12007;9;12009;8;12010;24;12000.5;0.0
7;800;ASH_COATED_OSMIUM;;;;;;;;;;;;;0.0;0.0
7;800;INTARIAN_PEPPER_ROOT;11994;8;11992;7;11991;20;12007;8;12008;2;;;12000.5;0.0
7;900;INTARIAN_PEPPER_ROOT;11991;25;11990;6;;;12007;8;12009;8;12010;25;11999.0;0.0
7;900;ASH_COATED_OSMIUM;9992;12;9991;8;9990;21;10008;12;10010;8;10011;21;10000.0;0.0
7;1000;INTARIAN_PEPPER_ROOT;11994;10;11993;3;;;12007;10;12009;8;12010;21;12000.5;0.0
7;1000;ASH_COATED_OSMIUM;9990;28;9989;7;;;10009;14;10010;11;10011;28;9999.5;0.0
7;1100;ASH_COATED_OSMIUM;9990;28;9989;7;;;10009;13;10010;3;;;9999.5;0.0
7;1100;INTARIAN_PEPPER_ROOT;11995;11;11994;3;;;12008;11;12010;9;12011;24;12001.5;0.0
7;1200;ASH_COATED_OSMIUM;9993;12;9992;10;9991;28;10009;12;10011;10;10012;28;10001.0;0.0
7;1200;INTARIAN_PEPPER_ROOT;11995;9;11993;8;11992;22;12008;9;12009;2;;;12001.5;0.0
7;1300;INTARIAN_PEPPER_ROOT;11995;12;11993;7;11992;16;12008;12;12010;7;12011;16;12001.5;0.0
7;1300;ASH_COATED_OSMIUM;9993;13;9992;3;;;10009;13;10011;9;10012;23;10001.0;0.0
7;1400;INTARIAN_PEPPER_ROOT;11995;10;11993;7;11992;17;12008;10;12010;7;12011;17;12001.5;0.0
7;1400;ASH_COATED_OSMIUM;9993;10;9991;9;9990;24;10009;10;10010;9;10011;24;10001.0;0.0
7;1500;ASH_COATED_OSMIUM;9992;12;9991;10;9990;29;10008;12;10010;10;10011;29;10000.0;0.0
7;1500;INTARIAN_PEPPER_ROOT;11995;11;11993;7;11992;16;12008;11;12010;7;12011;16;12001.5;0.0
7;1600;ASH_COATED_OSMIUM;9992;14;9991;9;9990;23;10008;14;10010;9;10011;23;10000.0;0.0
7;1600;INTARIAN_PEPPER_ROOT;11995;8;11993;8;11992;23;12008;8;12010;8;12011;23;12001.5;0.0
7;1700;INTARIAN_PEPPER_ROOT;11995;9;11993;6;11992;15;12011;15;12012;4;;;12003.0;0.0
7;1700;ASH_COATED_OSMIUM;9992;13;9991;9;9990;24;10008;13;10009;3;;;10000.0;0.0
7;1800;INTARIAN_PEPPER_ROOT;11995;9;11993;6;11992;16;12011;16;12012;4;;;12003.0;0.0
7;1800;ASH_COATED_OSMIUM;9992;13;9991;3;;;10001;4;10009;8;10010;28;9996.5;0.0
7;1900;ASH_COATED_OSMIUM;9992;15;9991;10;9990;24;10008;15;10010;10;10011;24;10000.0;0.0
7;1900;INTARIAN_PEPPER_ROOT;11995;10;11994;3;;;12008;10;12010;9;12011;25;12001.5;0.0
7;2000;ASH_COATED_OSMIUM;9991;22;9990;6;;;10009;13;10011;9;10012;22;10000.0;0.0
7;2000;INTARIAN_PEPPER_ROOT;11995;12;11993;9;11992;22;12009;12;12011;9;12012;22;12002.0;0.0
7;2100;INTARIAN_PEPPER_ROOT;11996;8;11995;2;;;12009;8;12011;6;12012;15;12002.5;0.0
7;2100;ASH_COATED_OSMIUM;9993;12;9992;9;9991;25;10009;12;10011;9;10012;25;10001.0;0.0
7;2200;INTARIAN_PEPPER_ROOT;11993;23;11992;6;;;12012;23;12013;6;;;12002.5;0.0
7;2200;ASH_COATED_OSMIUM;9991;29;9990;7;;;10009;10;10011;10;10012;29;10000.0;0.0
7;2300;INTARIAN_PEPPER_ROOT;11996;9;11994;9;11993;25;12012;25;12013;6;;;12004.0;0.0
7;2300;ASH_COATED_OSMIUM;9993;14;9992;9;9991;20;10009;14;10010;4;;;10001.0;0.0
7;2400;INTARIAN_PEPPER_ROOT;11996;8;11995;2;;;12009;8;12011;8;12012;22;12002.5;0.0
7;2400;ASH_COATED_OSMIUM;9993;10;9992;9;9991;25;10009;10;10011;9;10012;25;10001.0;0.0
7;2500;ASH_COATED_OSMIUM;9993;14;9992;4;;;10009;14;10010;4;;;10001.0;0.0
7;2500;INTARIAN_PEPPER_ROOT;11996;10;11994;6;11993;15;12009;10;12011;6;12012;15;12002.5;0.0
7;2600;ASH_COATED_OSMIUM;9993;13;9992;8;9991;20;10009;13;10011;8;10012;20;10001.0;0.0
7;2600;INTARIAN_PEPPER_ROOT;11996;8;11994;8;11993;25;12009;8;12011;8;12012;25;12002.5;0.0
7;2700;ASH_COATED_OSMIUM;9993;14;9992;11;9991;29;10012;29;10013;7;;;10002.5;0.0
7;2700;INTARIAN_PEPPER_ROOT;11996;11;11994;8;11993;19;11999;8;12005;5;12009;11;11997.5;0.0
7;2800;ASH_COATED_OSMIUM;9991;22;9990;6;;;10009;11;10011;8;10012;22;10000.0;0.0
7;2800;INTARIAN_PEPPER_ROOT;11996;12;11994;9;11993;25;12009;12;12011;9;12012;25;12002.5;0.0
7;2900;ASH_COATED_OSMIUM;;;;;;;10009;15;10011;9;10012;21;10009.0;0.0
7;2900;INTARIAN_PEPPER_ROOT;12006;8;12000;5;11996;12;12009;12;12010;3;;;12007.5;0.0
7;3000;ASH_COATED_OSMIUM;9993;13;9992;3;;;10009;13;10010;3;;;10001.0;0.0
7;3000;INTARIAN_PEPPER_ROOT;11996;9;11994;8;11993;21;12010;9;12012;8;12013;21;12003.0;0.0
7;3100;ASH_COATED_OSMIUM;9994;10;9992;9;9991;25;10010;10;10011;9;10012;25;10002.0;0.0
7;3100;INTARIAN_PEPPER_ROOT;11997;11;11995;8;11994;21;12010;11;12011;3;;;12003.5;0.0
7;3200;INTARIAN_PEPPER_ROOT;11997;9;11995;9;11994;25;12010;9;12011;2;;;12003.5;0.0
7;3200;ASH_COATED_OSMIUM;9993;12;9992;3;;;10009;12;10011;10;10012;28;10001.0;0.0
7;3300;INTARIAN_PEPPER_ROOT;11997;10;11995;7;11994;17;12013;17;12014;4;;;12005.0;0.0
7;3300;ASH_COATED_OSMIUM;9993;12;9992;10;9991;26;10012;26;10013;7;;;10002.5;0.0
7;3400;INTARIAN_PEPPER_ROOT;11997;12;11995;9;11994;24;12010;12;12012;9;12013;24;12003.5;0.0
7;3400;ASH_COATED_OSMIUM;9993;11;9992;3;;;10009;11;10011;9;10012;25;10001.0;0.0
7;3500;INTARIAN_PEPPER_ROOT;11997;11;11995;9;11994;25;12010;11;12012;9;12013;25;12003.5;0.0
7;3500;ASH_COATED_OSMIUM;9993;10;9992;8;9991;21;10009;10;10011;8;10012;21;10001.0;0.0
7;3600;INTARIAN_PEPPER_ROOT;11997;10;11996;3;;;12010;10;12012;8;12013;22;12003.5;0.0
7;3600;ASH_COATED_OSMIUM;9993;10;9992;10;9991;30;10009;10;10011;10;10012;30;10001.0;0.0
7;3700;ASH_COATED_OSMIUM;9993;15;9992;10;9991;24;10009;15;10011;10;10012;24;10001.0;0.0
7;3700;INTARIAN_PEPPER_ROOT;11997;8;11996;2;;;12013;25;12014;6;;;12005.0;0.0
7;3800;INTARIAN_PEPPER_ROOT;11997;10;11995;7;11994;19;12010;10;12011;3;;;12003.5;0.0
7;3800;ASH_COATED_OSMIUM;9999;5;9993;13;9992;12;10009;13;10011;11;10012;29;10004.0;0.0
7;3900;ASH_COATED_OSMIUM;9993;13;9992;10;9991;26;10009;13;10010;3;;;10001.0;0.0
7;3900;INTARIAN_PEPPER_ROOT;;;;;;;12010;9;12012;9;12013;25;12010.0;0.0
7;4000;INTARIAN_PEPPER_ROOT;11997;12;11995;9;11994;23;12011;12;12013;9;12014;23;12004.0;0.0
7;4000;ASH_COATED_OSMIUM;9991;30;9990;8;;;10012;30;10013;8;;;10001.5;0.0
7;4100;ASH_COATED_OSMIUM;9998;3;9992;14;9991;11;10008;14;10009;4;;;10003.0;0.0
7;4100;INTARIAN_PEPPER_ROOT;11995;25;11994;6;;;12011;8;12013;8;12014;25;12003.0;0.0
7;4200;INTARIAN_PEPPER_ROOT;11998;10;11996;7;11995;19;12011;10;12013;7;12014;19;12004.5;0.0
7;4200;ASH_COATED_OSMIUM;9993;10;9992;3;;;10011;26;10012;7;;;10002.0;0.0
7;4300;ASH_COATED_OSMIUM;9990;24;9989;6;;;10009;12;10010;9;10011;24;9999.5;0.0
7;4300;INTARIAN_PEPPER_ROOT;11998;11;11996;9;11995;25;12014;25;12015;6;;;12006.0;0.0
7;4400;INTARIAN_PEPPER_ROOT;11995;22;11994;6;;;12011;10;12013;8;12014;22;12003.0;0.0
7;4400;ASH_COATED_OSMIUM;9993;10;9991;8;9990;22;10009;10;10010;8;10011;22;10001.0;0.0
7;4500;ASH_COATED_OSMIUM;9990;26;9989;7;;;10009;14;10010;10;10011;26;9999.5;0.0
7;4500;INTARIAN_PEPPER_ROOT;11998;11;11996;7;11995;15;12011;11;12012;3;;;12004.5;0.0
7;4600;INTARIAN_PEPPER_ROOT;11998;9;11996;8;11995;22;12011;9;12013;8;12014;22;12004.5;0.0
7;4600;ASH_COATED_OSMIUM;9993;15;9992;4;;;10011;21;10012;5;;;10002.0;0.0
7;4700;ASH_COATED_OSMIUM;9993;14;9992;4;;;10009;14;10010;10;10011;27;10001.0;0.0
7;4700;INTARIAN_PEPPER_ROOT;11995;15;11994;4;;;12011;12;12012;3;;;12003.0;0.0
7;4800;INTARIAN_PEPPER_ROOT;11998;11;11996;8;11995;21;12007;4;12011;11;12012;9;12002.5;0.0
7;4800;ASH_COATED_OSMIUM;9993;10;9992;3;;;10011;28;10012;7;;;10002.0;0.0
7;4900;ASH_COATED_OSMIUM;9993;15;9991;11;9990;27;10009;15;10010;4;;;10001.0;0.0
7;4900;INTARIAN_PEPPER_ROOT;11998;12;11996;7;11995;16;12011;12;12013;7;12014;16;12004.5;0.0
7;5000;INTARIAN_PEPPER_ROOT;11998;10;11996;8;11995;23;12015;23;12016;6;;;12006.5;0.0
7;5000;ASH_COATED_OSMIUM;9992;12;9991;10;9990;29;10008;12;10010;10;10011;29;10000.0;0.0
7;5100;ASH_COATED_OSMIUM;9993;11;9991;9;9990;24;10009;11;10010;3;;;10001.0;0.0
7;5100;INTARIAN_PEPPER_ROOT;11996;25;11995;6;;;;;;;;;11996.0;0.0
7;5200;INTARIAN_PEPPER_ROOT;11999;12;11997;8;11996;19;12012;12;12013;3;;;12005.5;0.0
7;5200;ASH_COATED_OSMIUM;9993;15;9992;4;;;10009;15;10010;11;10011;29;10001.0;0.0
7;5300;ASH_COATED_OSMIUM;9993;15;9991;9;9990;21;;;;;;;9993.0;0.0
7;5300;INTARIAN_PEPPER_ROOT;11999;8;11997;7;11996;21;12012;8;12014;7;12015;21;12005.5;0.0
7;5400;INTARIAN_PEPPER_ROOT;11999;8;11997;6;11996;16;12015;16;12016;4;;;12007.0;0.0
7;5400;ASH_COATED_OSMIUM;9993;14;9991;9;9990;20;10009;14;10010;9;10011;20;10001.0;0.0
7;5500;ASH_COATED_OSMIUM;9994;13;9992;10;9991;28;10010;13;10011;10;10012;28;10002.0;0.0
7;5500;INTARIAN_PEPPER_ROOT;11999;10;11997;9;11996;24;12012;10;12013;3;;;12005.5;0.0
7;5600;INTARIAN_PEPPER_ROOT;11999;11;11998;3;;;12012;11;12013;3;;;12005.5;0.0
7;5600;ASH_COATED_OSMIUM;9991;21;9990;5;;;10009;14;10011;9;10012;21;10000.0;0.0
7;5700;ASH_COATED_OSMIUM;9993;12;9992;10;9991;29;10009;12;10011;10;10012;29;10001.0;0.0
7;5700;INTARIAN_PEPPER_ROOT;11999;8;11997;7;11996;19;12002;5;12012;6;12015;19;12000.5;0.0
7;5800;INTARIAN_PEPPER_ROOT;11999;11;11997;8;11996;22;;;;;;;11999.0;0.0
7;5800;ASH_COATED_OSMIUM;9994;10;9993;3;;;10010;10;10011;10;10012;28;10002.0;0.0
7;5900;ASH_COATED_OSMIUM;9993;15;9992;11;9991;29;10009;15;10011;11;10012;29;10001.0;0.0
7;5900;INTARIAN_PEPPER_ROOT;11999;10;11997;8;11996;23;12012;10;12014;8;12015;23;12005.5;0.0
7;6000;INTARIAN_PEPPER_ROOT;11996;19;11995;5;;;12013;11;12014;3;;;12004.5;0.0
7;6000;ASH_COATED_OSMIUM;9993;15;9991;11;9990;30;10009;15;10010;11;10011;30;10001.0;0.0
7;6100;ASH_COATED_OSMIUM;9990;28;9989;7;;;10009;11;10010;10;10011;28;9999.5;0.0
7;6100;INTARIAN_PEPPER_ROOT;12000;9;11998;8;11997;22;12013;9;12015;8;12016;22;12006.5;0.0
7;6200;INTARIAN_PEPPER_ROOT;11997;15;11996;4;;;12016;15;12017;4;;;12006.5;0.0
7;6200;ASH_COATED_OSMIUM;9993;11;9991;8;9990;20;10009;11;10010;8;10011;20;10001.0;0.0
7;6300;ASH_COATED_OSMIUM;9993;12;9991;9;9990;22;10009;12;10010;9;10011;22;10001.0;0.0
7;6300;INTARIAN_PEPPER_ROOT;12000;11;11998;9;11997;24;12013;11;12014;3;;;12006.5;0.0
7;6400;INTARIAN_PEPPER_ROOT;12000;9;11998;8;11997;22;12013;9;12015;8;12016;22;12006.5;0.0
7;6400;ASH_COATED_OSMIUM;9992;14;9990;9;9989;23;10008;14;10009;9;10010;23;10000.0;0.0
7;6500;ASH_COATED_OSMIUM;9992;13;9991;9;9990;24;10008;13;10010;9;10011;24;10000.0;0.0
7;6500;INTARIAN_PEPPER_ROOT;11997;22;11996;6;;;12013;10;12015;8;12016;22;12005.0;0.0
7;6600;INTARIAN_PEPPER_ROOT;12000;12;11998;9;11997;23;12013;12;12015;9;12016;23;12006.5;0.0
7;6600;ASH_COATED_OSMIUM;9992;15;9990;10;9989;25;;;;;;;9992.0;0.0
7;6700;INTARIAN_PEPPER_ROOT;12000;8;11999;2;;;12013;8;12014;2;;;12006.5;0.0
7;6700;ASH_COATED_OSMIUM;9992;13;9991;3;;;10008;13;10010;11;10011;29;10000.0;0.0
7;6800;INTARIAN_PEPPER_ROOT;12000;12;11998;7;11997;16;;;;;;;12000.0;0.0
7;6800;ASH_COATED_OSMIUM;;;;;;;10008;10;10010;10;10011;30;10008.0;0.0
7;6900;ASH_COATED_OSMIUM;9990;22;9989;6;;;10008;12;10009;3;;;9999.0;0.0
7;6900;INTARIAN_PEPPER_ROOT;12000;9;11998;7;11997;19;12013;9;12015;7;12016;19;12006.5;0.0
7;7000;ASH_COATED_OSMIUM;9990;22;9989;6;;;10011;22;10012;6;;;10000.5;0.0
7;7000;INTARIAN_PEPPER_ROOT;11997;24;11996;6;;;12014;9;12016;8;12017;24;12005.5;0.0
7;7100;ASH_COATED_OSMIUM;9992;15;9991;10;9990;25;10008;15;10010;10;10011;25;10000.0;0.0
7;7100;INTARIAN_PEPPER_ROOT;12001;12;11999;7;11998;15;12014;12;12016;7;12017;15;12007.5;0.0
7;7200;ASH_COATED_OSMIUM;9998;2;9993;11;9991;8;10011;20;10012;5;;;10004.5;0.0
7;7200;INTARIAN_PEPPER_ROOT;12001;9;11999;8;11998;23;12014;9;12016;8;12017;23;12007.5;0.0
7;7300;ASH_COATED_OSMIUM;9992;11;9991;8;9990;21;10011;21;10012;5;;;10001.5;0.0
7;7300;INTARIAN_PEPPER_ROOT;;;;;;;12014;9;12016;7;12017;17;12014.0;0.0
7;7400;ASH_COATED_OSMIUM;9993;15;9991;10;9990;26;10009;15;10010;10;10011;26;10001.0;0.0
7;7400;INTARIAN_PEPPER_ROOT;11998;23;11997;6;;;;;;;;;11998.0;0.0
7;7500;ASH_COATED_OSMIUM;9993;14;9991;9;9990;21;10009;14;10010;9;10011;21;10001.0;0.0
7;7500;INTARIAN_PEPPER_ROOT;12001;9;12000;2;;;12017;20;12018;5;;;12009.0;0.0
7;7600;ASH_COATED_OSMIUM;9993;14;9991;11;9990;30;9998;5;9999;1;;;9995.5;0.0
7;7600;INTARIAN_PEPPER_ROOT;12001;9;11999;7;11998;19;12014;9;12016;7;12017;19;12007.5;0.0
7;7700;INTARIAN_PEPPER_ROOT;12001;8;12000;2;;;12014;8;12016;7;12017;20;12007.5;0.0
7;7700;ASH_COATED_OSMIUM;9993;10;9992;9;9991;25;10009;10;10011;9;10012;25;10001.0;0.0
7;7800;INTARIAN_PEPPER_ROOT;12001;12;11999;7;11998;17;12014;12;12016;7;12017;17;12007.5;0.0
7;7800;ASH_COATED_OSMIUM;9990;22;9989;6;;;10009;11;10010;8;10011;22;9999.5;0.0
7;7900;INTARIAN_PEPPER_ROOT;11998;23;11997;6;;;12014;12;12016;9;12017;23;12006.0;0.0
7;7900;ASH_COATED_OSMIUM;9993;13;9991;9;9990;23;10009;13;10010;9;10011;23;10001.0;0.0
7;8000;INTARIAN_PEPPER_ROOT;12001;8;11999;8;11998;24;;;;;;;12001.0;0.0
7;8000;ASH_COATED_OSMIUM;9990;22;9989;6;;;10008;15;10010;9;10011;22;9999.0;0.0
7;8100;ASH_COATED_OSMIUM;9992;10;9990;10;9989;30;10008;10;10009;10;10010;30;10000.0;0.0
