day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
6;0;INTARIAN_PEPPER_ROOT;10994;9;10993;2;;;11009;25;11010;6;;;11001.5;0.0
6;0;ASH_COATED_OSMIUM;9982;21;9981;5;;;10000;13;10002;9;10003;21;9991.0;0.0
6;100;ASH_COATED_OSMIUM;9984;15;9983;4;;;10000;15;10002;10;10003;26;9992.0;0.0
6;100;INTARIAN_PEPPER_ROOT;10994;8;10992;8;10991;22;11006;8;11008;8;11009;22;11000.0;0.0
6;200;ASH_COATED_OSMIUM;9985;15;9983;11;9982;30;10001;15;10002;4;;;9993.0;0.0
6;200;INTARIAN_PEPPER_ROOT;;;;;;;11006;9;11008;8;11009;22;11006.0;0.0
6;300;INTARIAN_PEPPER_ROOT;10994;8;10993;2;;;11009;23;11010;6;;;11001.5;0.0
6;300;ASH_COATED_OSMIUM;9982;27;9981;7;;;10003;27;10004;7;;;9992.5;0.0
6;400;INTARIAN_PEPPER_ROOT;10994;10;10993;6;10992;15;11006;10;11008;6;11009;15;11000.0;0.0
6;400;ASH_COATED_OSMIUM;9995;8;9986;11;9985;12;10001;12;10003;9;10004;25;9998.0;0.0
6;500;ASH_COATED_OSMIUM;9985;11;9984;8;9983;22;10001;11;10003;8;10004;22;9993.0;0.0
6;500;INTARIAN_PEPPER_ROOT;;;;;;;11009;19;11010;5;;;11009.0;0.0
6;600;ASH_COATED_OSMIUM;9986;13;9985;3;;;10002;13;10003;10;10004;25;9994.0;0.0
6;600;INTARIAN_PEPPER_ROOT;10995;11;10993;9;10992;23;11007;11;11008;3;;;11001.0;0.0
6;700;INTARIAN_PEPPER_ROOT;10995;9;10994;2;;;11007;9;11008;8;11009;24;11001.0;0.0
6;700;ASH_COATED_OSMIUM;9985;11;9984;9;9983;23;10001;11;10003;9;10004;23;9993.0;0.0
6;800;INTARIAN_PEPPER_ROOT;10995;8;10994;2;;;11007;8;11009;7;11010;20;11001.0;0.0
6;800;ASH_COATED_OSMIUM;9985;12;9984;10;9983;27;10004;27;10005;7;;;9994.5;0.0
6;900;ASH_COATED_OSMIUM;9985;12;9983;8;9982;21;10001;12;10002;3;;;9993.0;0.0
6;900;INTARIAN_PEPPER_ROOT;10992;25;10991;6;;;11007;8;11009;8;11010;25;10999.5;0.0
6;1000;ASH_COATED_OSMIUM;9985;14;9984;11;9983;28;10001;14;10003;11;10004;28;9993.0;0.0
6;1000;INTARIAN_PEPPER_ROOT;10992;21;10991;5;;;11007;10;11009;8;11010;21;10999.5;0.0
6;1100;INTARIAN_PEPPER_ROOT;10995;11;10994;3;;;11007;11;11008;3;;;11001.0;0.0
6;1100;ASH_COATED_OSMIUM;9985;13;9984;10;9983;28;10004;28;10005;7;;;9994.5;0.0
6;1200;INTARIAN_PEPPER_ROOT;10992;22;10991;6;;;11010;22;11011;6;;;11001.0;0.0
6;1200;ASH_COATED_OSMIUM;9983;28;9982;7;;;10001;12;10003;10;10004;28;9992.0;0.0
6;1300;ASH_COATED_OSMIUM;9985;13;9984;9;9983;23;10004;23;10005;6;;;9994.5;0.0
6;1300;INTARIAN_PEPPER_ROOT;10995;12;10994;3;;;11007;12;11009;7;11010;16;11001.0;0.0
6;1400;ASH_COATED_OSMIUM;9985;10;9984;9;9983;24;10001;10;10003;9;10004;24;9993.0;0.0
6;1400;INTARIAN_PEPPER_ROOT;10995;10;10994;7;10993;17;11007;10;11008;3;;;11001.0;0.0
6;1500;INTARIAN_PEPPER_ROOT;10995;11;10994;7;10993;16;11007;11;11009;7;11010;16;11001.0;0.0
6;1500;ASH_COATED_OSMIUM;9985;12;9984;10;9983;29;9991;4;10001;12;10002;11;9988.0;0.0
6;1600;INTARIAN_PEPPER_ROOT;10996;8;10994;8;10993;23;11008;8;11009;8;11010;23;11002.0;0.0
6;1600;ASH_COATED_OSMIUM;9985;14;9984;9;9983;23;10004;23;10005;6;;;9994.5;0.0
6;1700;ASH_COATED_OSMIUM;9983;24;9982;6;;;10001;13;10002;3;;;9992.0;0.0
6;1700;INTARIAN_PEPPER_ROOT;10993;15;10992;4;;;11010;15;11011;4;;;11001.5;0.0
6;1800;ASH_COATED_OSMIUM;9986;13;9984;10;9983;28;9995;4;10003;8;10004;28;9990.5;0.0
6;1800;INTARIAN_PEPPER_ROOT;10996;9;10994;6;10993;16;11008;9;11010;6;11011;16;11002.0;0.0
6;1900;INTARIAN_PEPPER_ROOT;10996;10;10995;3;;;11008;10;11010;9;11011;25;11002.0;0.0
6;1900;ASH_COATED_OSMIUM;;;;;;;10001;15;10003;10;10004;24;10001.0;0.0
6;2000;INTARIAN_PEPPER_ROOT;10996;12;10994;9;10993;22;11008;12;11010;9;11011;22;11002.0;0.0
6;2000;ASH_COATED_OSMIUM;9985;13;9984;3;;;10001;13;10003;9;10004;22;9993.0;0.0
6;2100;ASH_COATED_OSMIUM;9985;12;9984;9;9983;25;10001;12;10003;9;10004;25;9993.0;0.0
6;2100;INTARIAN_PEPPER_ROOT;10996;8;10994;6;10993;15;11008;8;11009;2;;;11002.0;0.0
6;2200;INTARIAN_PEPPER_ROOT;10996;12;10994;9;10993;23;11008;12;11009;3;;;11002.0;0.0
6;2200;ASH_COATED_OSMIUM;9985;10;9984;3;;;10001;10;10003;10;10004;29;9993.0;0.0
6;2300;INTARIAN_PEPPER_ROOT;10996;9;10995;9;10994;25;11008;9;11009;2;;;11002.0;0.0
6;2300;ASH_COATED_OSMIUM;9985;14;9983;9;9982;20;10001;14;10002;9;10003;20;9993.0;0.0
6;2400;INTARIAN_PEPPER_ROOT;10996;8;10995;2;;;11008;8;11010;8;11011;22;11002.0;0.0
6;2400;ASH_COATED_OSMIUM;9984;10;9983;9;9982;25;10003;25;10004;6;;;9993.5;0.0
6;2500;INTARIAN_PEPPER_ROOT;10996;10;10995;3;;;11009;10;11010;6;11011;15;11002.5;0.0
6;2500;ASH_COATED_OSMIUM;9982;27;9981;7;;;10000;14;10002;10;10003;27;9991.0;0.0
6;2600;INTARIAN_PEPPER_ROOT;10997;8;10995;8;10994;25;11009;8;11010;2;;;11003.0;0.0
6;2600;ASH_COATED_OSMIUM;9984;13;9983;3;;;10000;13;10002;8;10003;20;9992.0;0.0
6;2700;INTARIAN_PEPPER_ROOT;10997;11;10995;8;10994;19;10999;8;11007;7;11011;19;10998.0;0.0
6;2700;ASH_COATED_OSMIUM;;;;;;;10003;29;10004;7;;;10003.0;0.0
6;2800;INTARIAN_PEPPER_ROOT;10997;12;10996;3;;;11009;12;11011;9;11012;25;11003.0;0.0
6;2800;ASH_COATED_OSMIUM;9985;11;9984;8;9983;22;10001;11;10003;8;10004;22;9993.0;0.0
6;2900;INTARIAN_PEPPER_ROOT;11006;8;10997;8;10994;25;11009;12;11011;9;11012;25;11007.5;0.0
6;2900;ASH_COATED_OSMIUM;9983;21;9982;5;;;10001;15;10003;9;10004;21;9992.0;0.0
6;3000;INTARIAN_PEPPER_ROOT;10994;21;10993;5;;;11009;9;11010;2;;;11001.5;0.0
6;3000;ASH_COATED_OSMIUM;9986;13;9984;10;9983;27;10002;13;10003;10;10004;27;9994.0;0.0
6;3100;INTARIAN_PEPPER_ROOT;10997;11;10995;8;10994;21;11009;11;11010;3;;;11003.0;0.0
6;3100;ASH_COATED_OSMIUM;9986;10;9985;3;;;10004;25;10005;6;;;9995.0;0.0
6;3200;INTARIAN_PEPPER_ROOT;10997;9;10995;9;10994;25;11009;9;11011;9;11012;25;11003.0;0.0
6;3200;ASH_COATED_OSMIUM;9985;12;9984;10;9983;28;10001;12;10002;3;;;9993.0;0.0
6;3300;INTARIAN_PEPPER_ROOT;10997;10;10996;3;;;11009;10;11011;7;11012;17;11003.0;0.0
6;3300;ASH_COATED_OSMIUM;9985;12;9984;10;9983;26;;;;;;;9985.0;0.0
6;3400;INTARIAN_PEPPER_ROOT;10997;12;10996;9;10995;24;11009;12;11011;9;11012;24;11003.0;0.0
6;3400;ASH_COATED_OSMIUM;9985;11;9984;9;9983;25;10001;11;10003;9;10004;25;9993.0;0.0
6;3500;INTARIAN_PEPPER_ROOT;10997;11;10996;3;;;11010;11;11011;9;11012;25;11003.5;0.0
6;3500;ASH_COATED_OSMIUM;9985;10;9984;3;;;10001;10;10002;3;;;9993.0;0.0
6;3600;INTARIAN_PEPPER_ROOT;10998;10;10997;3;;;;;;;;;10998.0;0.0
6;3600;ASH_COATED_OSMIUM;9985;10;9984;10;9983;30;10001;10;10003;10;10004;30;9993.0;0.0
6;3700;ASH_COATED_OSMIUM;9985;15;9984;10;9983;24;10001;15;10003;10;10004;24;9993.0;0.0
6;3700;INTARIAN_PEPPER_ROOT;10998;8;10996;8;10995;25;11010;8;11011;8;11012;25;11004.0;0.0
6;3800;INTARIAN_PEPPER_ROOT;10998;10;10997;3;;;11010;10;11012;7;11013;19;11004.0;0.0
6;3800;ASH_COATED_OSMIUM;9991;5;9985;13;9984;12;10004;29;10005;7;;;9997.5;0.0
6;3900;ASH_COATED_OSMIUM;9985;13;9984;10;9983;26;10001;13;10003;10;10004;26;9993.0;0.0
6;3900;INTARIAN_PEPPER_ROOT;10998;9;10996;9;10995;25;11010;9;11012;9;11013;25;11004.0;0.0
6;4000;INTARIAN_PEPPER_ROOT;10998;12;10996;9;10995;23;11010;12;11011;3;;;11004.0;0.0
6;4000;ASH_COATED_OSMIUM;9986;15;9984;11;9983;30;10004;30;10005;8;;;9995.0;0.0
6;4100;ASH_COATED_OSMIUM;9991;3;9984;7;9983;25;10001;14;10003;10;10004;25;9996.0;0.0
6;4100;INTARIAN_PEPPER_ROOT;10998;8;10996;8;10995;25;11010;8;11011;2;;;11004.0;0.0
6;4200;INTARIAN_PEPPER_ROOT;10998;10;10996;7;10995;19;11013;19;11014;5;;;11005.5;0.0
6;4200;ASH_COATED_OSMIUM;9986;10;9985;3;;;10002;10;10003;9;10004;26;9994.0;0.0
6;4300;ASH_COATED_OSMIUM;9986;12;9985;3;;;10002;12;10003;9;10004;24;9994.0;0.0
6;4300;INTARIAN_PEPPER_ROOT;10998;11;10997;9;10996;25;11010;11;11012;9;11013;25;11004.0;0.0
6;4400;INTARIAN_PEPPER_ROOT;10998;10;10997;8;10996;22;11010;10;11012;8;11013;22;11004.0;0.0
6;4400;ASH_COATED_OSMIUM;9986;10;9984;8;9983;22;10002;10;10003;8;10004;22;9994.0;0.0
6;4500;ASH_COATED_OSMIUM;;;;;;;10005;26;10006;7;;;10005.0;0.0
6;4500;INTARIAN_PEPPER_ROOT;10998;11;10997;7;10996;15;11013;15;11014;4;;;11005.5;0.0
6;4600;INTARIAN_PEPPER_ROOT;10996;22;10995;6;;;11011;9;11012;8;11013;22;11003.5;0.0
6;4600;ASH_COATED_OSMIUM;9986;15;9985;4;;;10002;15;10003;9;10004;21;9994.0;0.0
6;4700;ASH_COATED_OSMIUM;9985;14;9984;10;9983;27;10001;14;10003;10;10004;27;9993.0;0.0
6;4700;INTARIAN_PEPPER_ROOT;10999;12;10997;7;10996;15;11011;12;11012;7;11013;15;11005.0;0.0
6;4800;INTARIAN_PEPPER_ROOT;10999;11;10997;8;10996;21;11007;7;11008;2;;;11003.0;0.0
6;4800;ASH_COATED_OSMIUM;9985;10;9984;10;9983;28;10001;10;10002;3;;;9993.0;0.0
6;4900;ASH_COATED_OSMIUM;9983;27;9982;7;;;10002;15;10003;4;;;9992.5;0.0
6;4900;INTARIAN_PEPPER_ROOT;10999;12;10997;7;10996;16;11011;12;11013;7;11014;16;11005.0;0.0
6;5000;INTARIAN_PEPPER_ROOT;10996;23;10995;6;;;11011;10;11013;8;11014;23;11003.5;0.0
6;5000;ASH_COATED_OSMIUM;9986;12;9985;3;;;10002;12;10003;10;10004;29;9994.0;0.0
6;5100;ASH_COATED_OSMIUM;9986;11;9984;9;9983;24;10002;11;10003;9;10004;24;9994.0;0.0
6;5100;INTARIAN_PEPPER_ROOT;10999;11;10997;9;10996;25;11011;11;11013;9;11014;25;11005.0;0.0
6;5200;INTARIAN_PEPPER_ROOT;;;;;;;11014;19;11015;5;;;11014.0;0.0
6;5200;ASH_COATED_OSMIUM;9986;15;9985;4;;;10002;15;10003;4;;;9994.0;0.0
6;5300;ASH_COATED_OSMIUM;9986;15;9985;9;9984;21;10002;15;10004;9;10005;21;9994.0;0.0
6;5300;INTARIAN_PEPPER_ROOT;10999;8;10998;2;;;11011;8;11013;7;11014;21;11005.0;0.0
6;5400;INTARIAN_PEPPER_ROOT;10999;8;10998;6;10997;16;11011;8;11013;6;11014;16;11005.0;0.0
6;5400;ASH_COATED_OSMIUM;9987;14;9985;9;9984;20;10005;20;10006;5;;;9996.0;0.0
6;5500;ASH_COATED_OSMIUM;9987;13;9985;10;9984;28;10003;13;10004;10;10005;28;9995.0;0.0
6;5500;INTARIAN_PEPPER_ROOT;10997;24;10996;6;;;11012;10;11013;9;11014;24;11004.5;0.0
6;5600;INTARIAN_PEPPER_ROOT;11000;11;10999;3;;;11012;11;11013;3;;;11006.0;0.0
6;5600;ASH_COATED_OSMIUM;9987;14;9985;9;9984;21;10003;14;10004;9;10005;21;9995.0;0.0
6;5700;ASH_COATED_OSMIUM;9987;12;9985;10;9984;29;10003;12;10004;10;10005;29;9995.0;0.0
6;5700;INTARIAN_PEPPER_ROOT;11000;8;10998;7;10997;19;11002;5;11008;3;11012;8;11001.0;0.0
6;5800;INTARIAN_PEPPER_ROOT;11000;11;10998;8;10997;22;;;;;;;11000.0;0.0
6;5800;ASH_COATED_OSMIUM;9984;28;9983;7;;;10002;10;10003;3;;;9993.0;0.0
6;5900;ASH_COATED_OSMIUM;9986;15;9985;11;9984;29;10002;15;10004;11;10005;29;9994.0;0.0
6;5900;INTARIAN_PEPPER_ROOT;11000;10;10999;3;;;11015;23;11016;6;;;11007.5;0.0
6;6000;INTARIAN_PEPPER_ROOT;11000;11;10998;8;10997;19;11012;11;11014;8;11015;19;11006.0;0.0
6;6000;ASH_COATED_OSMIUM;9986;15;9985;11;9984;30;10005;30;10006;8;;;9995.5;0.0
6;6100;ASH_COATED_OSMIUM;9986;11;9985;10;9984;28;;;;;;;9986.0;0.0
6;6100;INTARIAN_PEPPER_ROOT;11000;9;10998;8;10997;22;11012;9;11014;8;11015;22;11006.0;0.0
6;6200;INTARIAN_PEPPER_ROOT;10997;15;10996;4;;;11012;10;11013;3;;;11004.5;0.0
6;6200;ASH_COATED_OSMIUM;9986;11;9985;3;;;10002;11;10004;8;10005;20;9994.0;0.0
6;6300;ASH_COATED_OSMIUM;9986;12;9985;9;9984;22;10002;12;10004;9;10005;22;9994.0;0.0
6;6300;INTARIAN_PEPPER_ROOT;11000;11;10999;3;;;11012;11;11014;9;11015;24;11006.0;0.0
6;6400;INTARIAN_PEPPER_ROOT;11000;9;10999;2;;;11012;9;11014;8;11015;22;11006.0;0.0
6;6400;ASH_COATED_OSMIUM;9986;14;9985;9;9984;23;10002;14;10004;9;10005;23;9994.0;0.0
6;6500;ASH_COATED_OSMIUM;9986;13;9985;9;9984;24;10002;13;10003;3;;;9994.0;0.0
6;6500;INTARIAN_PEPPER_ROOT;11000;10;10999;3;;;11013;10;11014;8;11015;22;11006.5;0.0
6;6600;INTARIAN_PEPPER_ROOT;10998;23;10997;6;;;11013;12;11014;9;11015;23;11005.5;0.0
6;6600;ASH_COATED_OSMIUM;9987;15;9986;10;9985;25;10003;15;10005;10;10006;25;9995.0;0.0
6;6700;INTARIAN_PEPPER_ROOT;11001;8;10999;8;10998;22;11013;8;11014;8;11015;22;11007.0;0.0
6;6700;ASH_COATED_OSMIUM;9987;13;9986;11;9985;29;10003;13;10005;11;10006;29;9995.0;0.0
6;6800;INTARIAN_PEPPER_ROOT;10998;16;10997;4;;;11013;12;11015;7;11016;16;11005.5;0.0
6;6800;ASH_COATED_OSMIUM;9987;10;9985;10;9984;30;10003;10;10004;10;10005;30;9995.0;0.0
6;6900;INTARIAN_PEPPER_ROOT;11001;9;10999;7;10998;19;;;;;;;11001.0;0.0
6;6900;ASH_COATED_OSMIUM;9992;5;9988;4;9987;12;10003;12;10004;9;10005;22;9997.5;0.0
6;7000;INTARIAN_PEPPER_ROOT;11001;9;10999;8;10998;24;11013;9;11015;8;11016;24;11007.0;0.0
6;7000;ASH_COATED_OSMIUM;9987;11;9985;8;9984;22;10005;22;10006;6;;;9996.0;0.0
6;7100;INTARIAN_PEPPER_ROOT;11001;12;10999;7;10998;15;11013;12;11015;7;11016;15;11007.0;0.0
