day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
8;0;INTARIAN_PEPPER_ROOT;12993;9;12991;9;12990;25;13007;9;13009;9;13010;25;13000.0;0.0
8;0;ASH_COATED_OSMIUM;10000;13;9999;9;9998;21;10016;13;10018;9;10019;21;10008.0;0.0
8;100;INTARIAN_PEPPER_ROOT;12993;8;12992;2;;;13007;8;13009;8;13010;22;13000.0;0.0
8;100;ASH_COATED_OSMIUM;10000;15;9999;10;9998;26;10019;26;10020;7;;;10009.5;0.0
8;200;ASH_COATED_OSMIUM;10000;15;9999;11;9998;30;10019;30;10020;8;;;10009.5;0.0
8;200;INTARIAN_PEPPER_ROOT;12993;9;12991;8;12990;22;13010;22;13011;6;;;13001.5;0.0
8;300;INTARIAN_PEPPER_ROOT;12993;8;12991;8;12990;23;13007;8;13010;8;13011;23;13000.0;0.0
8;300;ASH_COATED_OSMIUM;9998;27;9997;7;;;10016;12;10018;10;10019;27;10007.0;0.0
8;400;INTARIAN_PEPPER_ROOT;12993;10;12991;6;12990;15;13007;10;13009;6;13011;15;13000.0;0.0
8;400;ASH_COATED_OSMIUM;10010;8;10001;11;10000;12;10016;12;10018;9;10019;25;10013.0;0.0
8;500;INTARIAN_PEPPER_ROOT;12993;9;12991;7;12990;19;13007;9;13010;7;13011;19;13000.0;0.0
8;500;ASH_COATED_OSMIUM;10000;11;9999;8;9998;22;10017;11;10018;8;10019;22;10008.5;0.0
8;600;ASH_COATED_OSMIUM;10000;13;9999;10;9998;25;10019;25;10020;6;;;10009.5;0.0
8;600;INTARIAN_PEPPER_ROOT;12990;23;12989;6;;;13008;11;13010;9;13011;23;12999.0;0.0
8;700;INTARIAN_PEPPER_ROOT;12994;9;12991;8;12990;24;13008;9;13010;8;13011;24;13001.0;0.0
8;700;ASH_COATED_OSMIUM;10000;11;9999;3;;;10016;11;10017;3;;;10008.0;0.0
8;800;INTARIAN_PEPPER_ROOT;12994;8;12993;2;;;13008;8;13010;7;13011;20;13001.0;0.0
8;800;ASH_COATED_OSMIUM;10001;12;9999;10;9998;27;10019;27;10020;7;;;10010.0;0.0
